"Maximum head changes for Stress Period     1, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
       10,   1.7961    ,     1,     48,    438,  0.22390    ,   137.9871    ,   139.7832    
       11,   1.4381    ,     1,     47,    438,  0.23116    ,   140.2252    ,   141.6633    
       12,   1.1284    ,     1,     47,    438,  0.23343    ,   141.6633    ,   142.7917    
       13,  0.65705    ,     1,     47,    438,  0.18100    ,   142.7917    ,   143.4488    
       14,  0.73502    ,     1,     47,    438,  0.24545    ,   143.4488    ,   144.1838    
       15,  0.67785    ,     1,     47,    438,  0.29687    ,   144.1838    ,   144.8617    
       16,  0.66476    ,     1,     47,    438,  0.40859    ,   144.8617    ,   145.5264    
       17,  0.98220E-02,     1,     47,    438,  0.10000E-01,   145.5264    ,   145.5363    
       18,  0.48669    ,     1,     47,    438,  0.50000    ,   145.5363    ,   146.0229    
       19,  0.50164E-02,     1,     47,    438,  0.10000E-01,   146.0229    ,   146.0280    
       20,  0.24829    ,     1,     47,    438,  0.50000    ,   146.0280    ,   146.2763    
       21,  0.25528E-02,     1,     47,    438,  0.10000E-01,   146.2763    ,   146.2788    
       22,  0.12655    ,     1,     47,    438,  0.50000    ,   146.2788    ,   146.4053    
       23,  0.13075E-02,     1,     47,    438,  0.10000E-01,   146.4053    ,   146.4067    
       24,  0.64430E-01,     1,     47,    438,  0.50000    ,   146.4067    ,   146.4711    
       25,  0.66908E-03,     1,     47,    438,  0.10000E-01,   146.4711    ,   146.4718    
       26,  0.32778E-01,     1,     47,    438,  0.50000    ,   146.4718    ,   146.5045    
       27,  0.33894E-03,     1,     47,    438,  0.10000E-01,   146.5045    ,   146.5049    
       28,  0.16666E-01,     1,     47,    438,  0.50000    ,   146.5049    ,   146.5215    
       29,  0.17468E-03,     1,     47,    438,  0.10000E-01,   146.5215    ,   146.5217    
       30,  0.84703E-02,     1,     47,    438,  0.50000    ,   146.5217    ,   146.5302    
       31,  0.30664E-04,     2,     69,     72,  0.10000E-02,   516.3296    ,   516.3297    
       32,  0.86622E-02,     1,     47,    438,   1.0000    ,   146.5302    ,   146.5388    
"Maximum head changes for Stress Period     9, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,  -10.000    ,     2,     56,    405,  0.12010    ,   165.2306    ,   155.2306    
        2,  -10.000    ,     2,     56,    405,  0.13644    ,   155.2306    ,   145.2306    
        3, -0.63293    ,     2,     56,    405,  0.10000E-01,   145.2306    ,   144.5977    
        4,  -10.000    ,     2,     56,    405,  0.15959    ,   144.5977    ,   134.5977    
        5,  -10.000    ,     2,     56,    405,  0.18990    ,   134.5977    ,   124.5977    
        6,  -10.000    ,     2,     56,    405,  0.23441    ,   124.5977    ,   114.5977    
        7,  -8.2149    ,     2,     56,    405,  0.25153    ,   114.5977    ,   106.3828    
        8,  -5.8167    ,     2,     56,    405,  0.23795    ,   106.3828    ,   100.5661    
        9,  -4.3000    ,     2,     56,    405,  0.23083    ,   100.5661    ,   96.26617    
       10,  -3.3013    ,     2,     56,    405,  0.23041    ,   96.26617    ,   92.96487    
       11,  -2.5591    ,     2,     56,    405,  0.23209    ,   92.96487    ,   90.40573    
       12,  -3.3207    ,     2,     56,    405,  0.39217    ,   90.40573    ,   87.08501    
       13,  -1.3797    ,     2,     56,    405,  0.26807    ,   87.08501    ,   85.70530    
       14, -0.90297    ,     2,     56,    405,  0.23970    ,   85.70530    ,   84.80232    
       15, -0.28613E-02,     2,     56,    405,  0.10000E-02,   84.80232    ,   84.79946    
       16, -0.28612E-01,     2,     56,    405,  0.10000E-01,   84.79946    ,   84.77085    
       17,  -1.4163    ,     2,     56,    405,  0.50000    ,   84.77085    ,   83.35455    
       18, -0.14219E-01,     2,     56,    405,  0.10000E-01,   83.35455    ,   83.34032    
       19, -0.70104    ,     2,     56,    405,  0.50000    ,   83.34032    ,   82.63928    
       20, -0.70221E-02,     2,     56,    405,  0.10000E-01,   82.63928    ,   82.63226    
       21, -0.34701    ,     2,     56,    405,  0.50000    ,   82.63226    ,   82.28525    
       22, -0.34686E-02,     2,     56,    405,  0.10000E-01,   82.28525    ,   82.28178    
       23, -0.17177    ,     2,     56,    405,  0.50000    ,   82.28178    ,   82.11001    
       24, -0.17148E-02,     2,     56,    405,  0.10000E-01,   82.11001    ,   82.10829    
       25, -0.85024E-01,     2,     56,    405,  0.50000    ,   82.10829    ,   82.02327    
       26, -0.85172E-03,     2,     56,    405,  0.10000E-01,   82.02327    ,   82.02242    
       27, -0.42086E-01,     2,     56,    405,  0.50000    ,   82.02242    ,   81.98033    
       28, -0.42214E-03,     2,     56,    405,  0.10000E-01,   81.98033    ,   81.97991    
       29, -0.20837E-01,     2,     56,    405,  0.50000    ,   81.97991    ,   81.95908    
       30,  0.30547E-04,     1,     73,     57,  0.10000E-03,   617.7834    ,   617.7834    
       31, -0.38583E-03,     2,     56,    405,  0.18391E-01,   81.95908    ,   81.95869    
       32, -0.27184E-02,     2,     56,    405,  0.13310    ,   81.95869    ,   81.95597    
       33, -0.65493E-02,     2,     56,    405,  0.36932    ,   81.95597    ,   81.94942    
       34, -0.57149E-02,     2,     56,    405,  0.51088    ,   81.94942    ,   81.94371    
       35, -0.55111E-04,     2,     56,    405,  0.10000E-01,   81.94371    ,   81.94366    
       36, -0.54155E-02,     2,     56,    405,   1.0000    ,   81.94366    ,   81.93824    
"Maximum head changes for Stress Period    10, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,  -10.000    ,     2,     56,    405,  0.16753    ,   81.93824    ,   71.93824    
        2,  -10.000    ,     2,     56,    405,  0.20125    ,   71.93824    ,   61.93824    
        3, -0.39689    ,     2,     56,    405,  0.10000E-01,   61.93824    ,   61.54136    
        4, -0.39292    ,     2,     56,    405,  0.10000E-01,   61.54136    ,   61.14843    
        5,  -4.4746    ,     2,     56,    405,  0.11503    ,   61.14843    ,   56.67385    
        6,  -10.000    ,     2,     56,    405,  0.29049    ,   56.67385    ,   46.67385    
        7,  -9.9274    ,     2,     56,    405,  0.40645    ,   46.67385    ,   36.74646    
        8, -0.14497    ,     2,     56,    405,  0.10000E-01,   36.74646    ,   36.60149    
        9,  -3.1665    ,     2,     56,    405,  0.22063    ,   36.60149    ,   33.43496    
       10,  -4.2395    ,     2,     56,    405,  0.37902    ,   33.43496    ,   29.19547    
       11,  -3.2874    ,     2,     56,    405,  0.47328    ,   29.19547    ,   25.90805    
       12,  -2.0505    ,     2,     56,    405,  0.56047    ,   25.90805    ,   23.85753    
       13, -0.16081E-01,     2,     56,    405,  0.10000E-01,   23.85753    ,   23.84145    
       14, -0.79599    ,     2,     56,    405,  0.50000    ,   23.84145    ,   23.04546    
       15, -0.79602E-02,     2,     56,    405,  0.10000E-01,   23.04546    ,   23.03750    
       16, -0.39401    ,     2,     56,    405,  0.50000    ,   23.03750    ,   22.64349    
       17, -0.39405E-02,     2,     56,    405,  0.10000E-01,   22.64349    ,   22.63955    
       18, -0.19504    ,     2,     56,    405,  0.50000    ,   22.63955    ,   22.44451    
       19, -0.19578E-03,     2,     56,    405,  0.10000E-02,   22.44451    ,   22.44431    
       20, -0.97420E-01,     2,     56,    405,  0.50000    ,   22.44431    ,   22.34690    
       21, -0.97468E-03,     2,     56,    405,  0.10000E-01,   22.34690    ,   22.34592    
       22, -0.48223E-01,     2,     56,    405,  0.50000    ,   22.34592    ,   22.29770    
       23, -0.48210E-03,     2,     56,    405,  0.10000E-01,   22.29770    ,   22.29721    
       24, -0.23870E-01,     2,     56,    405,  0.50000    ,   22.29721    ,   22.27334    
       25, -0.23833E-03,     2,     56,    405,  0.10000E-01,   22.27334    ,   22.27311    
       26, -0.11816E-01,     2,     56,    405,  0.50000    ,   22.27311    ,   22.26129    
       27, -0.11797E-03,     2,     56,    405,  0.10000E-01,   22.26129    ,   22.26117    
       28, -0.58486E-02,     2,     56,    405,  0.50000    ,   22.26117    ,   22.25532    
       29, -0.59604E-04,     1,     34,    243,  0.10000E-01,   266.0454    ,   266.0454    
       30, -0.57904E-02,     2,     56,    405,   1.0000    ,   22.25526    ,   22.24947    
"Maximum head changes for Stress Period    11, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,  -10.000    ,     5,     44,    416,  0.48397    ,   67.03909    ,   57.03910    
        2,  -7.9090    ,     5,     44,    416,  0.74199    ,   57.03910    ,   49.13014    
        3, -0.27505E-01,     5,     44,    416,  0.10000E-01,   49.13014    ,   49.10263    
        4,  -1.3614    ,     5,     44,    416,  0.50000    ,   49.10263    ,   47.74126    
        5, -0.13614E-01,     5,     44,    416,  0.10000E-01,   47.74126    ,   47.72765    
        6, -0.67388    ,     5,     44,    416,  0.50000    ,   47.72765    ,   47.05378    
        7, -0.67412E-02,     5,     44,    416,  0.10000E-01,   47.05378    ,   47.04704    
        8, -0.33357    ,     5,     44,    416,  0.50000    ,   47.04704    ,   46.71347    
        9, -0.33363E-02,     5,     44,    416,  0.10000E-01,   46.71347    ,   46.71013    
       10, -0.16511    ,     5,     44,    416,  0.50000    ,   46.71013    ,   46.54501    
       11, -0.16505E-02,     5,     44,    416,  0.10000E-01,   46.54501    ,   46.54336    
       12, -0.81731E-01,     5,     44,    416,  0.50000    ,   46.54336    ,   46.46163    
       13, -0.81864E-03,     5,     44,    416,  0.10000E-01,   46.46163    ,   46.46081    
       14, -0.40456E-01,     5,     44,    416,  0.50000    ,   46.46081    ,   46.42036    
       15, -0.40576E-03,     5,     44,    416,  0.10000E-01,   46.42036    ,   46.41995    
       16, -0.21180E-01,     1,     23,    314,  0.50000    ,   104.7267    ,   104.7055    
       17, -0.23199E-03,     1,     23,    314,  0.10000E-01,   104.7055    ,   104.7053    
       18, -0.12791E-01,     1,     23,    314,  0.50000    ,   104.7053    ,   104.6925    
       19, -0.13472E-03,     1,     23,    314,  0.10000E-01,   104.6925    ,   104.6924    
       20, -0.74739E-02,     1,     23,    314,  0.50000    ,   104.6924    ,   104.6849    
       21, -0.76080E-04,     1,     23,    314,  0.10000E-01,   104.6849    ,   104.6848    
       22, -0.84085E-02,     1,     23,    314,   1.0000    ,   104.6848    ,   104.6764    
"Maximum head changes for Stress Period    12, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,  -10.000    ,     2,     51,    407,  0.37513    ,   135.7425    ,   125.7425    
        2,  -10.000    ,     2,     51,    407,  0.60038    ,   125.7425    ,   115.7425    
        3, -0.66559E-01,     2,     51,    407,  0.10000E-01,   115.7425    ,   115.6759    
        4,  -3.2948    ,     2,     51,    407,  0.50000    ,   115.6759    ,   112.3811    
        5, -0.32950E-01,     2,     51,    407,  0.10000E-01,   112.3811    ,   112.3482    
        6,  -1.6309    ,     2,     51,    407,  0.50000    ,   112.3482    ,   110.7172    
        7, -0.16308E-01,     2,     51,    407,  0.10000E-01,   110.7172    ,   110.7009    
        8, -0.80731    ,     2,     51,    407,  0.50000    ,   110.7009    ,   109.8936    
        9, -0.80744E-02,     2,     51,    407,  0.10000E-01,   109.8936    ,   109.8856    
       10, -0.39962    ,     2,     51,    407,  0.50000    ,   109.8856    ,   109.4859    
       11, -0.39962E-02,     2,     51,    407,  0.10000E-01,   109.4859    ,   109.4819    
       12, -0.19781    ,     2,     51,    407,  0.50000    ,   109.4819    ,   109.2841    
       13, -0.19796E-02,     2,     51,    407,  0.10000E-01,   109.2841    ,   109.2822    
       14, -0.97920E-01,     2,     51,    407,  0.50000    ,   109.2822    ,   109.1842    
       15, -0.97559E-03,     2,     51,    407,  0.10000E-01,   109.1842    ,   109.1833    
       16, -0.48467E-01,     2,     51,    407,  0.50000    ,   109.1833    ,   109.1348    
       17, -0.48259E-03,     2,     51,    407,  0.10000E-01,   109.1348    ,   109.1343    
       18, -0.23994E-01,     2,     51,    407,  0.50000    ,   109.1343    ,   109.1103    
       19, -0.23926E-03,     2,     51,    407,  0.10000E-01,   109.1103    ,   109.1101    
       20, -0.11879E-01,     2,     51,    407,  0.50000    ,   109.1101    ,   109.0982    
       21, -0.11849E-03,     2,     51,    407,  0.10000E-01,   109.0982    ,   109.0981    
       22, -0.58750E-02,     2,     51,    407,  0.50000    ,   109.0981    ,   109.0922    
       23, -0.59165E-04,     2,     51,    407,  0.10000E-01,   109.0922    ,   109.0921    
       24,  0.60743E-02,     1,     23,    264,   1.0000    ,   247.1348    ,   247.1409    
"Maximum head changes for Stress Period    13, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,   10.000    ,     2,     34,    376,  0.24801    ,   78.85196    ,   88.85196    
        2,   10.000    ,     2,     34,    376,  0.32980    ,   88.85196    ,   98.85196    
        3,   3.9866    ,     2,     34,    376,  0.19618    ,   98.85196    ,   102.8385    
        4,   2.6311    ,     2,     34,    376,  0.16108    ,   102.8385    ,   105.4697    
        5,   4.5893    ,     2,     34,    376,  0.33491    ,   105.4697    ,   110.0590    
        6,   4.0821    ,     2,     34,    376,  0.44789    ,   110.0590    ,   114.1411    
        7,  0.50319E-01,     2,     34,    376,  0.10000E-01,   114.1411    ,   114.1914    
        8,   2.4908    ,     2,     34,    376,  0.50000    ,   114.1914    ,   116.6822    
        9,  0.24909E-01,     2,     34,    376,  0.10000E-01,   116.6822    ,   116.7071    
       10,   1.2329    ,     2,     34,    376,  0.50000    ,   116.7071    ,   117.9400    
       11,  0.12332E-01,     2,     34,    376,  0.10000E-01,   117.9400    ,   117.9523    
       12,  0.61030    ,     2,     34,    376,  0.50000    ,   117.9523    ,   118.5626    
       13,  0.60997E-02,     2,     34,    376,  0.10000E-01,   118.5626    ,   118.5687    
       14,  0.30210    ,     2,     34,    376,  0.50000    ,   118.5687    ,   118.8708    
       15,  0.30221E-02,     2,     34,    376,  0.10000E-01,   118.8708    ,   118.8739    
       16,  0.14954    ,     2,     34,    376,  0.50000    ,   118.8739    ,   119.0234    
       17,  0.14989E-02,     2,     34,    376,  0.10000E-01,   119.0234    ,   119.0249    
       18,  0.74025E-01,     2,     34,    376,  0.50000    ,   119.0249    ,   119.0989    
       19,  0.73742E-03,     2,     34,    376,  0.10000E-01,   119.0989    ,   119.0997    
       20,  0.36638E-01,     2,     34,    376,  0.50000    ,   119.0997    ,   119.1363    
       21,  0.36816E-03,     2,     34,    376,  0.10000E-01,   119.1363    ,   119.1367    
       22,  0.18139E-01,     2,     34,    376,  0.50000    ,   119.1367    ,   119.1548    
       23,  0.17779E-03,     2,     34,    376,  0.10000E-01,   119.1548    ,   119.1550    
       24,  0.89802E-02,     2,     34,    376,  0.50000    ,   119.1550    ,   119.1640    
       25,  0.30498E-04,     1,     70,     64,  0.10000E-02,   607.4563    ,   607.4563    
       26,  0.56028E-02,     1,     23,    314,  0.50000    ,   104.6577    ,   104.6633    
       27,  0.69733E-04,     1,     23,    314,  0.10000E-01,   104.6633    ,   104.6634    
       28,  0.81070E-02,     1,     23,    314,   1.0000    ,   104.6634    ,   104.6715    
"Maximum head changes for Stress Period    14, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,   7.0315    ,     2,     34,    376,  0.50000    ,   119.1729    ,   126.2044    
        2,   3.9830    ,     2,     34,    376,  0.56645    ,   126.2044    ,   130.1874    
        3,   1.6257    ,     2,     34,    376,  0.53327    ,   130.1874    ,   131.8131    
        4,  0.80725    ,     2,     34,    376,  0.56736    ,   131.8131    ,   132.6203    
        5,  0.17536    ,     2,     34,    376,  0.28486    ,   132.6203    ,   132.7957    
        6,  0.28281    ,     2,     34,    376,  0.64243    ,   132.7957    ,   133.0785    
        7,  0.15794E-02,     2,     34,    376,  0.10000E-01,   133.0785    ,   133.0801    
        8,  0.77910E-01,     2,     34,    376,  0.50000    ,   133.0801    ,   133.1580    
        9,  0.78402E-03,     1,     15,    316,  0.10000E-01,   120.2332    ,   120.2340    
       10,  0.48641E-01,     1,     17,    316,  0.50000    ,   111.5403    ,   111.5889    
       11,  0.59818E-03,     1,     19,    316,  0.10000E-01,   133.5101    ,   133.5107    
       12,  0.37374E-01,     1,     19,    315,  0.50000    ,   118.1293    ,   118.1667    
       13,  0.46654E-03,     1,     21,    316,  0.10000E-01,   109.3667    ,   109.3671    
       14,  0.29550E-01,     1,     22,    315,  0.50000    ,   118.4353    ,   118.4648    
       15,  0.37442E-03,     1,     23,    314,  0.10000E-01,   104.5856    ,   104.5859    
       16,  0.23687E-01,     1,     23,    314,  0.50000    ,   104.5859    ,   104.6096    
       17,  0.29297E-03,     1,     24,    315,  0.10000E-01,   104.8975    ,   104.8978    
       18,  0.18408E-01,     1,     23,    314,  0.50000    ,   104.6099    ,   104.6283    
       19,  0.22254E-03,     1,     23,    314,  0.10000E-01,   104.6283    ,   104.6285    
       20,  0.13860E-01,     1,     23,    314,  0.50000    ,   104.6285    ,   104.6424    
       21,  0.16413E-03,     1,     23,    314,  0.10000E-01,   104.6424    ,   104.6426    
       22,  0.10179E-01,     1,     23,    314,  0.50000    ,   104.6426    ,   104.6527    
       23,  0.12257E-03,     1,     23,    314,  0.10000E-01,   104.6527    ,   104.6529    
       24,  0.73266E-02,     1,     23,    314,  0.50000    ,   104.6529    ,   104.6602    
       25,  0.88952E-04,     1,     23,    314,  0.10000E-01,   104.6602    ,   104.6603    
       26,  0.51821E-02,     1,     23,    314,  0.50000    ,   104.6603    ,   104.6655    
       27, -0.30502E-04,     1,     71,     73,  0.10000E-02,   545.4463    ,   545.4463    
       28,  0.72614E-02,     1,     23,    314,   1.0000    ,   104.6655    ,   104.6727    
"Maximum head changes for Stress Period    15, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,  -5.3740    ,     2,     56,    405,  0.50000    ,  -1.851111    ,  -7.225095    
        2,  -3.0459    ,     2,     56,    405,  0.56679    ,  -7.225095    ,  -10.27102    
        3,  -1.2470    ,     2,     56,    405,  0.53565    ,  -10.27102    ,  -11.51803    
        4, -0.61463    ,     2,     56,    405,  0.56857    ,  -11.51803    ,  -12.13266    
        5, -0.13589    ,     2,     56,    405,  0.29137    ,  -12.13266    ,  -12.26855    
        6, -0.21340    ,     2,     56,    405,  0.64568    ,  -12.26855    ,  -12.48195    
        7, -0.11710E-02,     2,     56,    405,  0.10000E-01,  -12.48195    ,  -12.48312    
        8,  0.66181E-01,     1,     15,    317,  0.50000    ,   131.7509    ,   131.8171    
        9,  0.77647E-03,     1,     15,    317,  0.10000E-01,   131.8171    ,   131.8178    
       10,  0.48459E-01,     1,     17,    316,  0.50000    ,   111.5413    ,   111.5897    
       11,  0.59220E-03,     1,     18,    316,  0.10000E-01,   119.1407    ,   119.1413    
       12,  0.37259E-01,     1,     20,    315,  0.50000    ,   110.4337    ,   110.4710    
       13,  0.46599E-03,     1,     21,    315,  0.10000E-01,   115.5510    ,   115.5515    
       14,  0.29464E-01,     1,     23,    315,  0.50000    ,   104.2502    ,   104.2797    
       15,  0.37326E-03,     1,     23,    314,  0.10000E-01,   104.5860    ,   104.5864    
       16,  0.23609E-01,     1,     23,    314,  0.50000    ,   104.5864    ,   104.6100    
       17,  0.28915E-03,     1,     23,    314,  0.10000E-01,   104.6100    ,   104.6103    
       18,  0.18325E-01,     1,     23,    314,  0.50000    ,   104.6103    ,   104.6286    
       19,  0.22302E-03,     1,     23,    314,  0.10000E-01,   104.6286    ,   104.6288    
       20,  0.13790E-01,     1,     23,    314,  0.50000    ,   104.6288    ,   104.6426    
       21,  0.16995E-03,     1,     23,    314,  0.10000E-01,   104.6426    ,   104.6428    
       22,  0.10126E-01,     1,     23,    314,  0.50000    ,   104.6428    ,   104.6529    
       23,  0.12208E-03,     1,     23,    314,  0.10000E-01,   104.6529    ,   104.6530    
       24,  0.72788E-02,     1,     23,    314,  0.50000    ,   104.6530    ,   104.6603    
       25,  0.86346E-04,     1,     23,    314,  0.10000E-01,   104.6603    ,   104.6604    
       26,  0.51455E-02,     1,     23,    314,  0.50000    ,   104.6604    ,   104.6655    
       27,  0.63648E-04,     1,     23,    314,  0.10000E-01,   104.6655    ,   104.6656    
       28,  0.71679E-02,     1,     23,    314,   1.0000    ,   104.6656    ,   104.6728    
"Maximum head changes for Stress Period    16, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,  -3.0541    ,     2,     34,    321,  0.50000    ,   186.0828    ,   183.0287    
        2,  -1.7228    ,     2,     34,    321,  0.56410    ,   183.0287    ,   181.3059    
        3, -0.72684    ,     1,     23,    314,  0.53708    ,   104.7353    ,   104.0085    
        4,  0.41503    ,     1,     23,    314,  0.56405    ,   104.0085    ,   104.4235    
        5, -0.80467E-01,     2,     34,    321,  0.29948    ,   180.2432    ,   180.1628    
        6,  0.12739    ,     1,     10,    315,  0.64974    ,   136.4786    ,   136.6060    
        7,  0.10420E-02,     1,     13,    316,  0.10000E-01,   128.7503    ,   128.7513    
        8,  0.66920E-01,     1,     15,    317,  0.50000    ,   131.7490    ,   131.8159    
        9,  0.78717E-03,     1,     15,    315,  0.10000E-01,   127.0209    ,   127.0217    
       10,  0.49093E-01,     1,     17,    316,  0.50000    ,   111.5396    ,   111.5887    
       11,  0.60422E-03,     1,     18,    315,  0.10000E-01,   118.6464    ,   118.6470    
       12,  0.37851E-01,     1,     20,    315,  0.50000    ,   110.4320    ,   110.4699    
       13,  0.47357E-03,     1,     22,    316,  0.10000E-01,   112.7636    ,   112.7641    
       14,  0.30009E-01,     1,     23,    315,  0.50000    ,   104.2486    ,   104.2786    
       15,  0.37695E-03,     1,     23,    315,  0.10000E-01,   104.2786    ,   104.2790    
       16,  0.24021E-01,     1,     23,    314,  0.50000    ,   104.5852    ,   104.6092    
       17,  0.30116E-03,     1,     23,    314,  0.10000E-01,   104.6092    ,   104.6095    
       18,  0.18605E-01,     1,     23,    314,  0.50000    ,   104.6095    ,   104.6281    
       19,  0.22390E-03,     1,     23,    314,  0.10000E-01,   104.6281    ,   104.6283    
       20,  0.13976E-01,     1,     23,    314,  0.50000    ,   104.6283    ,   104.6423    
       21,  0.16707E-03,     1,     23,    314,  0.10000E-01,   104.6423    ,   104.6424    
       22,  0.10239E-01,     1,     23,    314,  0.50000    ,   104.6424    ,   104.6527    
       23,  0.12191E-03,     1,     23,    314,  0.10000E-01,   104.6527    ,   104.6528    
       24,  0.73542E-02,     1,     23,    314,  0.50000    ,   104.6528    ,   104.6602    
       25,  0.86321E-04,     1,     23,    314,  0.10000E-01,   104.6602    ,   104.6602    
       26,  0.51950E-02,     1,     23,    314,  0.50000    ,   104.6602    ,   104.6654    
       27,  0.60236E-04,     1,     23,    314,  0.10000E-01,   104.6654    ,   104.6655    
       28,  0.72257E-02,     1,     23,    314,   1.0000    ,   104.6655    ,   104.6727    
"Maximum head changes for Stress Period    17, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,  -10.000    ,     2,     34,    321,  0.27985    ,   179.9746    ,   169.9746    
        2,  -10.000    ,     2,     34,    321,  0.38860    ,   169.9746    ,   159.9746    
        3,  -4.5933    ,     2,     34,    321,  0.29195    ,   159.9746    ,   155.3813    
        4,  -2.8091    ,     2,     34,    321,  0.25216    ,   155.3813    ,   152.5722    
        5,  -2.5304    ,     2,     34,    321,  0.30374    ,   152.5722    ,   150.0418    
        6,  -2.4977    ,     2,     34,    321,  0.43061    ,   150.0418    ,   147.5441    
        7, -0.33024E-01,     2,     34,    321,  0.10000E-01,   147.5441    ,   147.5111    
        8,  -1.6349    ,     2,     34,    321,  0.50000    ,   147.5111    ,   145.8762    
        9, -0.16347E-01,     2,     34,    321,  0.10000E-01,   145.8762    ,   145.8599    
       10, -0.80926    ,     2,     34,    321,  0.50000    ,   145.8599    ,   145.0506    
       11, -0.80991E-02,     2,     34,    321,  0.10000E-01,   145.0506    ,   145.0425    
       12, -0.40058    ,     2,     34,    321,  0.50000    ,   145.0425    ,   144.6419    
       13, -0.40083E-02,     2,     34,    321,  0.10000E-01,   144.6419    ,   144.6379    
       14, -0.19828    ,     2,     34,    321,  0.50000    ,   144.6379    ,   144.4396    
       15, -0.19770E-02,     2,     34,    321,  0.10000E-01,   144.4396    ,   144.4377    
       16, -0.98145E-01,     2,     34,    321,  0.50000    ,   144.4377    ,   144.3395    
       17, -0.98229E-03,     2,     34,    321,  0.10000E-01,   144.3395    ,   144.3385    
       18, -0.48591E-01,     2,     34,    321,  0.50000    ,   144.3385    ,   144.2899    
       19, -0.49283E-03,     2,     34,    321,  0.10000E-01,   144.2899    ,   144.2895    
       20, -0.24054E-01,     2,     34,    321,  0.50000    ,   144.2895    ,   144.2654    
       21, -0.24689E-03,     2,     34,    321,  0.10000E-01,   144.2654    ,   144.2652    
       22, -0.11907E-01,     2,     34,    321,  0.50000    ,   144.2652    ,   144.2533    
       23, -0.12453E-03,     2,     34,    321,  0.10000E-01,   144.2533    ,   144.2531    
       24,  0.74657E-02,     1,     23,    314,  0.50000    ,   104.6507    ,   104.6582    
       25,  0.89019E-04,     1,     24,    315,  0.10000E-01,   104.9446    ,   104.9447    
       26,  0.54743E-02,     1,     23,    314,  0.50000    ,   104.6583    ,   104.6637    
       27,  0.66087E-04,     1,     24,    315,  0.10000E-01,   104.9500    ,   104.9501    
       28,  0.78795E-02,     1,     23,    314,   1.0000    ,   104.6638    ,   104.6717    
"Maximum head changes for Stress Period    18, Time Step     1"
Iteration,Max_chg,Layer,Row,Column,Damp,Hprev,Hcurr
        1,  -8.5376    ,     1,     34,    243,  0.50000    ,   298.0665    ,   289.5289    
        2,  -4.8133    ,     1,     34,    243,  0.56378    ,   289.5289    ,   284.7156    
        3,  -2.0033    ,     1,     34,    243,  0.53790    ,   284.7156    ,   282.7123    
        4, -0.96236    ,     1,     34,    243,  0.55919    ,   282.7123    ,   281.7500    
        5, -0.22988    ,     1,     34,    243,  0.30304    ,   281.7500    ,   281.5201    
        6, -0.34448    ,     1,     34,    243,  0.65152    ,   281.5201    ,   281.1756    
        7, -0.18369E-02,     1,     34,    243,  0.10000E-01,   281.1756    ,   281.1738    
        8, -0.91212E-01,     1,     34,    243,  0.50000    ,   281.1738    ,   281.0826    
        9, -0.90720E-03,     1,     34,    243,  0.10000E-01,   281.0826    ,   281.0816    
       10,  0.49462E-01,     1,     17,    316,  0.50000    ,   111.5385    ,   111.5880    
       11,  0.60713E-03,     1,     18,    315,  0.10000E-01,   118.6455    ,   118.6462    
       12,  0.38197E-01,     1,     20,    315,  0.50000    ,   110.4310    ,   110.4692    
       13,  0.47849E-03,     1,     21,    316,  0.10000E-01,   109.3651    ,   109.3656    
       14,  0.30322E-01,     1,     23,    315,  0.50000    ,   104.2476    ,   104.2779    
       15,  0.38153E-03,     1,     23,    315,  0.10000E-01,   104.2779    ,   104.2783    
       16,  0.24260E-01,     1,     23,    314,  0.50000    ,   104.5844    ,   104.6086    
       17,  0.29930E-03,     1,     23,    314,  0.10000E-01,   104.6086    ,   104.6089    
       18,  0.18765E-01,     1,     23,    314,  0.50000    ,   104.6089    ,   104.6277    
       19,  0.22553E-03,     1,     23,    314,  0.10000E-01,   104.6277    ,   104.6279    
       20,  0.14080E-01,     1,     23,    314,  0.50000    ,   104.6279    ,   104.6420    
       21,  0.16698E-03,     1,     24,    315,  0.10000E-01,   104.9292    ,   104.9294    
       22,  0.10310E-01,     1,     23,    314,  0.50000    ,   104.6422    ,   104.6525    
       23,  0.12580E-03,     1,     23,    314,  0.10000E-01,   104.6525    ,   104.6526    
       24,  0.74063E-02,     1,     23,    314,  0.50000    ,   104.6526    ,   104.6600    
       25,  0.85485E-04,     1,     23,    314,  0.10000E-01,   104.6600    ,   104.6601    
       26,  0.52241E-02,     1,     23,    314,  0.50000    ,   104.6601    ,   104.6653    
